Time	"Time Code"	"Country Name"	"Country Code"	"Adjusted net national income (current US$) [NY.ADJ.NNTY.CD]"	"Air transport, passengers carried [IS.AIR.PSGR]"	"Average precipitation in depth (mm per year) [AG.LND.PRCP.MM]"	"Employment in industry (% of total employment) (modeled ILO estimate) [SL.IND.EMPL.ZS]"	"Fertility rate, total (births per woman) [SP.DYN.TFRT.IN]"	"Food exports (% of merchandise exports) [TX.VAL.FOOD.ZS.UN]"	"Forest area (% of land area) [AG.LND.FRST.ZS]"	"Individuals using the Internet (% of population) [IT.NET.USER.ZS]"	"Land area (sq. km) [AG.LND.TOTL.K2]"	"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]"	"GDP (current US$) [NY.GDP.MKTP.CD]"	"International tourism, number of arrivals [ST.INT.ARVL]"
2012	"YR2012"	"Jamaica"	"JAM"	"13409990612.6803"	"0"	"2051"	"15.4650001525879"	"2.102"	"22.4865787323374"	"31.056325023084"	"33.79"	"10830"	"75.334"	"14800165406.7733"	"1986000"
2012	"YR2012"	"Japan"	"JPN"	"4926845518157.39"	"98907859"	"1668"	"26.1959991455078"	"1.41"	"0.579003854249286"	"68.4737766074172"	"79.4964"	"364560"	"83.0960975609756"	"6203213121334.12"	"8358000"
2012	"YR2012"	"Jordan"	"JOR"	"27804378257.3576"	"3438356"	"111"	"26.4150009155273"	"3.604"	"18.5366958349735"	"1.09822031989187"	"37"	"88780"	"73.729"	"30937277605.6338"	"4162000"
2012	"YR2012"	"Kazakhstan"	"KAZ"	"134974243536.784"	"4064819.02272334"	"250"	"19.3819999694824"	"2.62"	"3.37759622347862"	"1.22569174352706"	"61.9066274652008"	"2699700"	"69.61"	"207998568865.789"	"6163000"
2012	"YR2012"	"Kenya"	"KEN"	"42373700725.0073"	"4653459.73514364"	"630"	"15.1909999847412"	"4.165"	""	"7.56088132972555"	"10.5"	"569140"	"64.907"	"50334699324.2604"	"1619000"
2012	"YR2012"	"Kiribati"	"KIR"	"255259626.692993"	""	"630"	""	"3.796"	"87.6663420743974"	"15"	"10.7467976841839"	"810"	"65.623"	"188045661.627666"	"4900"
2012	"YR2012"	"Korea, Dem. People’s Rep."	"PRK"	""	"100113.348581399"	"1054"	"17.568000793457"	"1.957"	""	"44.9464330205132"	"0"	"120410"	"70.448"	""	""
2012	"YR2012"	"Korea, Rep."	"KOR"	"997916788385.015"	"39969577.0157166"	"1274"	"24.4769992828369"	"1.297"	"1.17419237360453"	"63.7575757575758"	"84.07"	"97350"	"80.819512195122"	"1222807284485.31"	"11140000"
2012	"YR2012"	"Kosovo"	"XKX"	""	""	""	""	"2.19"	""	""	""	"10887"	"70.4975609756098"	"6500192727.73995"	""
2012	"YR2012"	"Kuwait"	"KWT"	"147595138517.499"	"3481039"	"121"	"25.7049999237061"	"2.094"	""	"0.350729517396184"	"70.45"	"17820"	"74.217"	"174070025008.932"	"300000"
2012	"YR2012"	"Kyrgyz Republic"	"KGZ"	"5373583352.87936"	"494640.426821988"	"533"	"21.7070007324219"	"3.2"	"24.7172082770156"	"3.44629822732013"	"19.8"	"191800"	"70.0024390243902"	"6605139933.41063"	"2406000"
2012	"YR2012"	"Lao PDR"	"LAO"	"7227813583.33218"	"877949.881372257"	"1834"	"9.42599964141846"	"2.974"	"17.439978402796"	"78.8297227036395"	"10.747676189122"	"230800"	"65.208"	"10191350119.6808"	"2291000"
2012	"YR2012"	"Late-demographic dividend"	"LTE"	"14004729610305.9"	"830069110.535279"	""	"27.4426707776839"	"1.69424522394177"	"7.63915940034486"	"38.9506809260601"	"44.710996930263"	"44530459"	"74.9267045283947"	"17631925299754.1"	"256966717.378876"
2012	"YR2012"	"Latin America & Caribbean"	"LCN"	"5096300435700.97"	"217297987.707648"	""	"21.7551179485389"	"2.14724879732772"	"19.8252904235698"	"46.5920161108786"	"43.1824341331528"	"20041793.4"	"74.6884191733679"	"6134230329295.01"	"78539666.3970097"
2012	"YR2012"	"Latin America & Caribbean (excluding high income)"	"LAC"	"4232230637938.85"	"182528157.497718"	""	"21.6046251275793"	"2.14525084431019"	"16.661640581452"	"54.1097556235254"	"41.4960604820679"	"16284669"	"74.4097324494745"	"5066106342536.36"	"63087000"
2012	"YR2012"	"Latin America & the Caribbean (IDA & IBRD countries)"	"TLA"	"4937448280949.96"	"214936093.956842"	""	"21.8479103497867"	"2.15961220949689"	"19.7249571240618"	"46.6840338316988"	"43.4044968854807"	"19913632"	"74.5752180030267"	"5925332953070.06"	"67327000"
2012	"YR2012"	"Latvia"	"LVA"	"20933903311.9847"	"2888683"	"641"	"23.4769992828369"	"1.44"	"19.2578185318113"	"53.9530395625603"	"73.1199437663748"	"62180"	"73.7780487804878"	"28119996053.2511"	"1435000"
2012	"YR2012"	"Least developed countries: UN classification"	"LDC"	"613514571460.336"	"22619178.9609922"	""	"11.7821552828909"	"4.3532183895666"	"11.4779838015573"	"27.1287202261617"	"6.01964838199484"	"20138863"	"62.815987448887"	"805121908439.357"	"22986190.5367308"
2012	"YR2012"	"Lebanon"	"LBN"	"36014873037.7601"	"2148669"	"661"	"21"	"1.671"	"19.9132434093008"	"13.3978494623656"	"61.249785718304"	"10230"	"78.86"	"43868565281.7247"	"1366000"
2012	"YR2012"	"Lesotho"	"LSO"	"2607698169.90775"	""	"788"	"40.0550003051758"	"3.253"	"14.3406833931722"	"1.51515151515152"	"10"	"30360"	"52.158"	"2678494689.40317"	"423000"
2012	"YR2012"	"Liberia"	"LBR"	"943677018.697677"	""	"2391"	"11.8819999694824"	"4.868"	""	"44.3210132890365"	"2.6"	"96320"	"60.615"	"1735500000"	""
2012	"YR2012"	"Libya"	"LBY"	""	"1398125.13429558"	"56"	"26.7689990997314"	"2.391"	""	"0.123327687918433"	""	"1759540"	"71.574"	"81873662518.8238"	""
2012	"YR2012"	"Liechtenstein"	"LIE"	""	""	"56"	""	"1.51"	""	"43.125"	"89.4077"	"160"	"82.3829268292683"	"5456009384.66461"	"53600"
2012	"YR2012"	"Lithuania"	"LTU"	"35841160085.0815"	"592996"	"656"	"25.0830001831055"	"1.6"	"17.5903104507671"	"34.687430194339"	"67.2299893276414"	"62674"	"73.8634146341464"	"42848195256.2142"	"1900000"
2012	"YR2012"	"Low & middle income"	"LMY"	"20566989924368.3"	"1041077807.03751"	""	"23.2967587410883"	"2.62470574399233"	"8.75366848371752"	"32.1488565367775"	"25.8671896396867"	"91852188"	"69.4062791263274"	"25510297321131.2"	"435533242.610265"
2012	"YR2012"	"Low income"	"LIC"	"377699340718.226"	"16340552.4721242"	""	"9.81771781474537"	"4.93043195850167"	""	"26.2731547833829"	"5.93474061480803"	"14233776"	"61.1370118051692"	"473081979379.35"	"14581362.4193822"
2012	"YR2012"	"Lower middle income"	"LMC"	"4434288341612.99"	"265845201.526017"	""	"21.6016248484548"	"2.88611071490293"	"14.0752623140641"	"26.7758736932941"	"15.5291505288884"	"22079644"	"66.8371695020695"	"5328244735636.7"	"120615840.084361"
2012	"YR2012"	"Luxembourg"	"LUX"	"31456972443.9022"	"781146"	"934"	"12.6719999313354"	"1.57"	"9.0091421022763"	"33.4749034749035"	"91.9499237417387"	"2590"	"81.3926829268293"	"56677961787.0717"	"950000"
2012	"YR2012"	"Macao SAR, China"	"MAC"	""	"1561850"	""	"12.8830003738403"	"1.16"	"3.35465280784941"	""	"61.31"	"29.9"	"83.155"	"43031577366.4251"	"13577000"
2012	"YR2012"	"Macedonia, FYR"	"MKD"	"7415190009.86424"	""	"619"	"29.8689994812012"	"1.487"	"14.8562090234945"	"39.5717684377478"	"57.449947312961"	"25220"	"75.019"	"9745251126.0109"	"351000"
2012	"YR2012"	"Madagascar"	"MDG"	"8947318583.77339"	"588169"	"1513"	"7.68900012969971"	"4.442"	"32.8473212840702"	"21.5213262403424"	"2.3"	"581795"	"64.28"	"9919780071.28764"	"256000"
2012	"YR2012"	"Malawi"	"MWI"	"4334805038.82446"	"53518.9979970389"	"1181"	"8.12800025939941"	"4.992"	"74.9932796205809"	"33.9520577004667"	"4.3506"	"94280"	"59.927"	"6028470988.53624"	"770000"
2012	"YR2012"	"Malaysia"	"MYS"	"239327634473.512"	"39165195.2176778"	"2875"	"28.5699996948242"	"2.11"	"12.5409260897646"	"67.4247450920712"	"65.8"	"328550"	"74.606"	"314443149443.149"	"25033000"
2012	"YR2012"	"Maldives"	"MDV"	"2856708037.56341"	""	"1972"	"20.3449993133545"	"2.209"	"98.1673197891222"	"3.33333333333333"	"38.9301"	"300"	"76.401"	"2886170571.69634"	"958000"
2012	"YR2012"	"Mali"	"MLI"	"8781525617.70378"	"181742.614202486"	"282"	"9.24600028991699"	"6.396"	"20.3233713239415"	"4.05838434997828"	"2.8"	"1220190"	"56.122"	"12442747897.2223"	"134000"
2012	"YR2012"	"Malta"	"MLT"	""	"1535101"	"560"	"22.261999130249"	"1.43"	"4.66867821807458"	"1.09375"	"68.1998742928975"	"320"	"80.7463414634146"	"9209559295.90132"	"1443000"
2012	"YR2012"	"Marshall Islands"	"MHL"	""	""	"560"	""	""	""	"70.2222222222222"	"12.5"	"180"	""	"185210500"	"4600"
2012	"YR2012"	"Mauritania"	"MRT"	"3244648446.09006"	"325239.52355014"	"92"	"8.41699981689453"	"4.897"	"26.7208097386605"	"0.228000388085767"	"5"	"1030700"	"62.492"	"5225533499.82893"	""
2012	"YR2012"	"Mauritius"	"MUS"	"9907778098.07276"	"1313976"	"2041"	"28.0100002288818"	"1.54"	"36.0350190178884"	"18.9556650246305"	"35.42"	"2030"	"73.8634146341464"	"11668685524.1265"	"965000"
2012	"YR2012"	"Mexico"	"MEX"	"987091312713.751"	"32909408.724554"	"758"	"23.757999420166"	"2.295"	"5.88180557307071"	"34.1134288433344"	"39.75"	"1943950"	"76.412"	"1201090018603.59"	"23403000"
2012	"YR2012"	"Micronesia, Fed. Sts."	"FSM"	""	""	"758"	""	"3.347"	""	"91.6857142857143"	"25.9744230029883"	"700"	"68.765"	"326128700"	"38300"
2012	"YR2012"	"Middle East & North Africa"	"MEA"	"2824532934489.74"	"175337423.625517"	""	"28.2554602198448"	"2.8794201180243"	"2.65831127477848"	"2.06101957685095"	"31.6111871157586"	"11236230"	"72.6754926414208"	"3575071654292.93"	"83481755.6279535"
2012	"YR2012"	"Middle East & North Africa (excluding high income)"	"MNA"	"1361527276288.84"	"50973534.9288624"	""	"28.6062868240673"	"2.91626388803552"	""	"2.5105204321582"	"26.2741709603317"	"8641280"	"72.1641462021744"	"1728262060498.28"	"48520543.13783"
2012	"YR2012"	"Middle East & North Africa (IDA & IBRD countries)"	"TMN"	"1352394814132.35"	"50973534.9288624"	""	"28.6195958423206"	"2.90180422631927"	""	"2.51120869551119"	"26.0565215045045"	"8635260"	"72.1568690009103"	"1716996947608.91"	"48031501.1197328"
2012	"YR2012"	"Middle income"	"MIC"	"20183995262197.6"	"1024737254.56538"	""	"24.782842662254"	"2.37221164031412"	"8.59402391340501"	"33.2265023269329"	"28.2700039180814"	"77618412"	"70.4235363940129"	"25031518436630.7"	"417300584.690968"
2012	"YR2012"	"Moldova"	"MDA"	"7614048001.56585"	"543872"	"450"	"19.2789993286133"	"1.269"	"58.3511023791593"	"12.0267802799757"	"43.37"	"32860"	"70.577"	"7284686576.2835"	"89000"
2012	"YR2012"	"Monaco"	"MCO"	""	"65404.3636363636"	""	""	""	""	""	"87"	"2"	""	""	"292000"
2012	"YR2012"	"Mongolia"	"MNG"	"9204974638.72019"	"626469.96653678"	"241"	"18.1720008850098"	"2.774"	""	"8.26787507402353"	"16.4"	"1553560"	"68.215"	"12292770631.1967"	"476000"
2012	"YR2012"	"Montenegro"	"MNE"	"3695516850.88996"	"544519"	"241"	"17.3719997406006"	"1.725"	""	"61.4869888475836"	"56.8387825490631"	"13450"	"76.089"	"4087724527.81704"	"1264000"
2012	"YR2012"	"Morocco"	"MAR"	"85186947442.8523"	"6563646.6759083"	"346"	"21.3850002288818"	"2.583"	"17.2300787948419"	"12.6730898498768"	"55.4160531914894"	"446300"	"74.717"	"98266306615.3632"	"9375000"
2012	"YR2012"	"Mozambique"	"MOZ"	"12135802732.3386"	"559608.795668202"	"1032"	"3.94600009918213"	"5.472"	"16.4860974263035"	"49.0338004527073"	"6"	"786380"	"55.878"	"14534278446.3087"	"2113000"
2012	"YR2012"	"Myanmar"	"MMR"	"54730386233.7666"	"1663425.4345762"	"2091"	"15.7309999465942"	"2.322"	"33.5160458293124"	"46.9726709025492"	"4"	"653150"	"65.805"	"59937797559.3295"	"1059000"
2012	"YR2012"	"Namibia"	"NAM"	"11065913575.0652"	"632330.085"	"285"	"13.8839998245239"	"3.586"	"27.6983800132435"	"8.67446464793694"	"12.9414"	"823290"	"60.815"	"13016272898.9038"	"1079000"
2012	"YR2012"	"Nauru"	"NRU"	""	"19334.8478455911"	"285"	""	""	""	"0"	""	"20"	""	"103811958.762887"	""
2012	"YR2012"	"Nepal"	"NPL"	"17577497430.1103"	"776864.1215957"	"1500"	"7.46299982070923"	"2.38"	"23.9812934334364"	"25.364492500872"	"11.1493"	"143350"	"68.732"	"18851513891.066"	"803000"
2012	"YR2012"	"Netherlands"	"NLD"	"699343557114.619"	"31672223.9759589"	"778"	"17.2059993743896"	"1.72"	"14.6995936820901"	"11.0972716488731"	"92.859992359525"	"33720"	"81.1048780487805"	"828946812396.788"	"11680000"
2012	"YR2012"	"New Caledonia"	"NCL"	""	""	""	"32.2610015869141"	"2.28"	"1.85062291344259"	"45.8971553610503"	"58"	"18280"	"77.0690703645998"	""	"112000"
2012	"YR2012"	"New Zealand"	"NZL"	"142190776114.382"	"13937353.9431784"	"1732"	"20.2779998779297"	"2.1"	"56.5352245870943"	"38.5530363449926"	"81.644470179502"	"263310"	"81.1560975609756"	"176192886551.397"	"2473000"
2012	"YR2012"	"Nicaragua"	"NIC"	"9174443801.93781"	""	"2280"	"17.3150005340576"	"2.34"	"53.8999919973979"	"25.8766827322586"	"13.5"	"120340"	"74.319"	"10532001129.67"	"1180000"
2012	"YR2012"	"Niger"	"NER"	"5835117385.37643"	"119652"	"151"	"7.4689998626709"	"7.42"	"15.7388734201694"	"0.930922870450778"	"1.05"	"1266700"	"58.16"	"6942209336.19391"	"94000"
2012	"YR2012"	"Nigeria"	"NGA"	"360531046832.934"	"4716148.08073056"	"1150"	"12.3780002593994"	"5.758"	"5.33867566518836"	"9.02730656477486"	"16.1"	"910770"	"51.699"	"460953836444.364"	"486000"
2012	"YR2012"	"North America"	"NAC"	"15491220438254.4"	"807166400.792869"	""	"18.655327213431"	"1.8535417442705"	"10.2726054653185"	"35.9892834705153"	"75.5346975521273"	"18240980"	"79.0251519728789"	"17985081294447.6"	"83233000"
2012	"YR2012"	"Northern Mariana Islands"	"MNP"	""	""	""	""	""	""	"65.195652173913"	""	"460"	""	"751000000"	"401000"
2012	"YR2012"	"Norway"	"NOR"	"393235543600.326"	""	"1414"	"20.2299995422363"	"1.85"	"6.01651647047358"	"33.1448753576367"	"94.6499780533304"	"365245"	"81.4512195121951"	"510229136226.902"	"4538000"
2012	"YR2012"	"Not classified"	"INX"	""	""	""	""	""	""	""	""	""	""	""	""
2012	"YR2012"	"OECD members"	"OED"	"39911741468287.5"	"1740926018.63029"	""	"22.7809971707714"	"1.76703771001393"	"8.2879684100121"	"31.2476115532804"	"70.9509796321084"	"34403112"	"79.7103622897796"	"47893614075149.5"	"561612000"
2012	"YR2012"	"Oman"	"OMN"	"38001301845.1448"	"4430383"	"125"	"37.7439994812012"	"2.878"	"2.07041983504858"	"0.00646203554119548"	"60"	"309500"	"76.141"	"76689206762.0286"	"1241000"
2012	"YR2012"	"Other small states"	"OSS"	"286331552279.809"	"34532854.8748242"	""	"24.6630071684396"	"3.23762468115703"	""	"25.9825193971758"	"31.0933568946417"	"2030708"	"66.0780866933603"	"418809845400.329"	"29193646.3461732"
2012	"YR2012"	"Pacific island small states"	"PSS"	"6907486700.41919"	"1701510.525037"	""	"11.9946926149304"	"3.35196118780885"	"63.6556668995484"	"61.5995327102804"	"20.7210436896678"	"64200"	"70.0202020857441"	"8146587824.6524"	"1140557.63633622"
2012	"YR2012"	"Pakistan"	"PAK"	"218914034585.142"	"7973906.36067277"	"494"	"22.7840003967285"	"3.744"	"17.10068818683"	"2.07684723951847"	"9.96"	"770880"	"65.686"	"224383620829.57"	"966000"
2012	"YR2012"	"Palau"	"PLW"	""	""	"494"	""	"2.23"	"86.0744504987173"	"87.6086956521739"	""	"460"	""	"214597500"	"120000"
2012	"YR2012"	"Panama"	"PAN"	"35794291133.8172"	"7517581.27701275"	"2928"	"18.2430000305176"	"2.601"	"2.87951066340564"	"62.7683615819209"	"40.3018952210488"	"74340"	"77.216"	"40429734400"	"1606000"
2012	"YR2012"	"Papua New Guinea"	"PNG"	"16097249806.4049"	"1630308.43210537"	"3142"	"7.30800008773804"	"3.869"	"27.137740486624"	"74.1231285607031"	"3.5"	"452860"	"64.937"	"21295834133.2309"	"168000"
2012	"YR2012"	"Paraguay"	"PRY"	"19645978912.2183"	"794176"	"1130"	"16.878999710083"	"2.625"	"56.8004600903259"	"41.0249181978354"	"29.34"	"397300"	"72.638"	"24595319573.7548"	"579000"
2012	"YR2012"	"Peru"	"PER"	"153742806694.16"	"10074855.6119232"	"1738"	"17.0319995880127"	"2.504"	"19.902852313742"	"58.18421875"	"38.2"	"1280000"	"74.088"	"192648999090.082"	"2846000"
2012	"YR2012"	"Philippines"	"PHL"	"271205253363.817"	"28540727.3608103"	"2348"	"15.2720003128052"	"3.067"	"8.98784902323026"	"24.5497534963276"	"36.2351"	"298170"	"68.553"	"250092092997.8"	"4273000"
2012	"YR2012"	"Poland"	"POL"	"427125623017.68"	"4909100.39206908"	"600"	"30.4160003662109"	"1.33"	"12.0225259501687"	"30.6034876885899"	"62.3099972714691"	"306220"	"76.7463414634146"	"500360816827.883"	"14840000"
2012	"YR2012"	"Portugal"	"PRT"	"171677125532.746"	"11338080"	"854"	"25.1490001678467"	"1.28"	"11.3581143096784"	"35.1151872475161"	"60.3399974868057"	"91590"	"80.3731707317073"	"216368178659.447"	"7503000"
2012	"YR2012"	"Post-demographic dividend"	"PST"	"37928903459306.9"	"1599345143.47385"	""	"22.4120917334847"	"1.65220688306906"	"8.16656921540852"	"31.5874516542996"	"74.228313772579"	"31466390.9"	"80.0902068652795"	"45463035228580.8"	"569178900"
2012	"YR2012"	"Pre-demographic dividend"	"PRE"	"936920098756.345"	"20515501.676293"	""	"10.7227030781599"	"5.47002841433184"	"7.62653244976065"	"26.3219605578352"	"8.5579535233281"	"20165526"	"58.0752465786474"	"1288516411180.46"	"15992566.0043506"
2012	"YR2012"	"Puerto Rico"	"PRI"	""	""	"2054"	"13.3979997634888"	"1.5425"	""	"54.7948139797069"	"68.9999826014151"	"8870"	"78.9264146341463"	"101564800000"	"3069000"
2012	"YR2012"	"Qatar"	"QAT"	"120846187808.511"	"17187171"	"74"	"51.7789993286133"	"1.997"	""	"0"	"69.3"	"11610"	"77.59"	"186833516483.516"	"2323500"
2012	"YR2012"	"Romania"	"ROU"	"134114084153.108"	"3593312"	"637"	"28.2070007324219"	"1.52"	"8.50427550425235"	"28.9253108425354"	"45.8799942529424"	"230020"	"74.4121951219512"	"171664638717.49"	"7937000"
2012	"YR2012"	"Russian Federation"	"RUS"	"1744611816851.34"	"58727125"	"460"	"27.7679996490479"	"1.691"	"3.19516604868227"	"49.7685797102865"	"63.8"	"16376870"	"70.0721951219512"	"2210256976945.38"	"28177000"
2012	"YR2012"	"Rwanda"	"RWA"	"5886866461.75422"	"593198.45"	"1212"	"6.86100006103516"	"4.269"	"51.1723487884762"	"18.6299148763681"	"8.02385427694765"	"24670"	"64.911"	"7334917696.72263"	"815000"
2012	"YR2012"	"Samoa"	"WSM"	"677960937.882503"	""	"1583"	"14.7849998474121"	"4.212"	"30.5900117544663"	"60.4240282685512"	"12.92249"	"2830"	"73.875"	"801168622.338114"	"126000"
2012	"YR2012"	"San Marino"	"SMR"	""	""	""	""	"1.26"	""	"0"	""	"60"	"85.4170731707317"	"1800077091.09598"	"139000"
2012	"YR2012"	"Sao Tome and Principe"	"STP"	"143845664.714822"	""	"3200"	"15.5150003433228"	"4.689"	"87.2463557212902"	"55.8333333333333"	"21.5724"	"960"	"66.125"	"252560557.083061"	""
2012	"YR2012"	"Saudi Arabia"	"SAU"	"573315785852.479"	"26537661"	"59"	"22.6520004272461"	"2.779"	"0.860627791554576"	"0.454484134921779"	"54"	"2149690"	"73.896"	"735974843360"	"16332000"
2012	"YR2012"	"Senegal"	"SEN"	"12192050457.41"	"543987.6"	"686"	"20.681999206543"	"5.003"	"31.167593266685"	"43.5932062535709"	"10.8"	"192530"	"65.393"	"14225310518.7856"	"962000"
2012	"YR2012"	"Serbia"	"SRB"	"32455797518.767"	"1240709"	"686"	"26.4570007324219"	"1.45"	""	"31.0519094443174"	"48.1"	"87460"	"74.8365853658537"	"40742313861.1374"	"810000"
2012	"YR2012"	"Seychelles"	"SYC"	"967003127.52249"	"235994"	"2330"	""	"2.42"	"88.5437783215451"	"88.4130434782609"	"47.076"	"460"	"74.2756097560976"	"1059498884.32533"	"208000"
2012	"YR2012"	"Sierra Leone"	"SLE"	"3303344038.74706"	"50193"	"2526"	"6.45900011062622"	"4.923"	""	"39.5289553893045"	"2.5"	"72180"	"49.762"	"3801862611.3614"	"60000"
2012	"YR2012"	"Singapore"	"SGP"	"240378350562.034"	"29138458.2737476"	"2497"	"19.3980007171631"	"1.29"	"2.169332307818"	"23.1586402266289"	"72"	"706"	"81.9951219512195"	"290673681683.604"	"11098000"
2012	"YR2012"	"Sint Maarten (Dutch part)"	"SXM"	""	""	""	""	""	""	""	""	"34"	"73.0536585365854"	""	"457000"
2012	"YR2012"	"Slovak Republic"	"SVK"	"72779435094.5433"	"45111"	"824"	"37.5359992980957"	"1.34"	"5.61181419164594"	"40.3302279154883"	"76.7099901181121"	"48088"	"76.109756097561"	"93413992955.8972"	"1528000"
2012	"YR2012"	"Slovenia"	"SVN"	"35776148312.3237"	"816630"	"1162"	"30.9699993133545"	"1.58"	"3.82217851754744"	"61.9364448857994"	"68.3499745287825"	"20140"	"80.1243902439024"	"46352802765.5763"	"2156000"
2012	"YR2012"	"Small states"	"SST"	"347133499904.47"	"42154410.2963114"	""	"23.0741591008197"	"3.01442478956251"	""	"36.4895401874901"	"32.6752226607229"	"2499758"	"67.552301780979"	"497533088629.244"	"36208569.4441386"
2012	"YR2012"	"Solomon Islands"	"SLB"	"620441012.064862"	"138160.1153057"	"3028"	"9.34099960327148"	"4.099"	""	"78.6638085030368"	"6.9974"	"27990"	"69.4"	"1063879451.23329"	"23900"
2012	"YR2012"	"Somalia"	"SOM"	""	"178709.7"	"282"	"7.5789999961853"	"6.665"	""	"10.5100902222081"	"1.3767"	"627340"	"54.694"	""	""
2012	"YR2012"	"South Africa"	"ZAF"	"319643665282.597"	"17571565.2032155"	"495"	"23.4459991455078"	"2.554"	"9.69266092609044"	"7.61773652408313"	"41"	"1213090"	"58.545"	"396332702639.496"	"9188000"
2012	"YR2012"	"South Asia"	"SAS"	"2030060331024"	"89645445.1785226"	""	"23.0400404250289"	"2.62185985372907"	"11.0994291656711"	"17.3918496966517"	"11.5208599387926"	"4771577"	"67.5537216461953"	"2297911379164.91"	"10725073.4013012"
2012	"YR2012"	"South Asia (IDA & IBRD)"	"TSA"	"2030060331024"	"89645445.1785226"	""	"23.0400404250289"	"2.62185985372907"	"11.0994291656711"	"17.3918496966517"	"11.5208599387926"	"4771577"	"67.5537216461953"	"2297911379164.91"	"10725073.4013012"
2012	"YR2012"	"South Sudan"	"SSD"	"9106628563.92486"	""	"900"	"17.9769992828369"	"5.197"	""	""	""	""	"54.756"	"11266779661.0169"	""
2012	"YR2012"	"Spain"	"ESP"	"1086762731921.5"	"48089178.327112"	"636"	"20.6720008850098"	"1.32"	"15.4852108706484"	"36.615561464185"	"69.8099999420024"	"500210"	"82.4268292682927"	"1336018949805.58"	"57464000"
2012	"YR2012"	"Sri Lanka"	"LKA"	"62727440627.5333"	"4616417"	"1712"	"26.0699996948242"	"2.138"	"26.4128991885374"	"33.3248285759847"	"18.2854"	"62710"	"74.593"	"68436230407.5235"	"1006000"
2012	"YR2012"	"St. Kitts and Nevis"	"KNA"	""	""	"1427"	""	""	"10.3680005494482"	"42.3076923076923"	"64"	"260"	""	"734462666.666667"	"104000"
2012	"YR2012"	"St. Lucia"	"LCA"	"1206149389.1521"	""	"2301"	"18.3819999694824"	"1.507"	"46.9075631253804"	"33.5737704918033"	"34.82"	"610"	"74.788"	"1436803333.33333"	"307000"
2012	"YR2012"	"St. Martin (French part)"	"MAF"	""	""	""	""	"1.82"	""	"18.3823529411765"	""	"54.4"	"79.0219512195122"	""	""
2012	"YR2012"	"St. Vincent and the Grenadines"	"VCT"	"565569099.764635"	""	"1583"	"12.5310001373291"	"2.021"	"83.8377759495009"	"69.2307692307692"	"40"	"390"	"72.657"	"692933740.740741"	"74000"
2012	"YR2012"	"Sub-Saharan Africa"	"SSF"	"1191008451365.87"	"45408840.8023684"	""	"10.8989047582068"	"5.12210017406641"	"11.4931523520931"	"26.0711012231334"	"10.2633605221139"	"23618356"	"58.283936276194"	"1613328652768.8"	"34268204.7633437"
2012	"YR2012"	"Sub-Saharan Africa (excluding high income)"	"SSA"	"1190041430895.48"	"45172846.8023684"	""	"10.8989047582068"	"5.12239189726927"	"11.392371874024"	"26.0698870043293"	"10.2596522585961"	"23617896"	"58.2824128818917"	"1612269486195.49"	"34051811.6756901"
2012	"YR2012"	"Sub-Saharan Africa (IDA & IBRD countries)"	"TSS"	"1191008451365.87"	"45408840.8023684"	""	"10.8989047582068"	"5.12210017406641"	"11.4931523520931"	"26.0711012231334"	"10.2633605221139"	"23618356"	"58.283936276194"	"1613328652768.8"	"34268204.7633437"
2012	"YR2012"	"Sudan"	"SDN"	"52320211616.5788"	"777346.331924026"	"250"	"18.9790000915527"	"4.771"	""	"8.30521043771044"	"21"	"2376000"	"63.384"	"68125631150.2939"	"575000"
2012	"YR2012"	"Suriname"	"SUR"	"2878881545.06088"	"240525.441452855"	"2331"	"23.2469997406006"	"2.47"	"3.55651912823851"	"98.3551282051282"	"34.6812"	"156000"	"70.79"	"4980000000"	"240000"
2012	"YR2012"	"Sweden"	"SWE"	"464165423565.636"	""	"624"	"19.6110000610352"	"1.91"	"4.96747584787019"	"68.9178573182108"	"93.1799880065108"	"407340"	"81.7048780487805"	"543880647757.404"	"5146000"
2012	"YR2012"	"Switzerland"	"CHE"	"544998936320.074"	"26386306.6034666"	"1537"	"21.6079998016357"	"1.52"	"3.74645898719684"	"31.4454904342545"	"85.2"	"39516"	"82.6975609756098"	"668043614122.87"	"8566000"
2012	"YR2012"	"Syrian Arab Republic"	"SYR"	""	"907927.74176397"	"252"	"31.8759994506836"	"3.113"	""	"2.67385503458041"	"24.3001"	"183630"	"70.549"	""	""
2012	"YR2012"	"Tajikistan"	"TJK"	"8258326547.40644"	"650130.547389031"	"691"	"13.3299999237061"	"3.492"	""	"2.93512432123464"	"14.51"	"139960"	"70.234"	"7633049792.09321"	"244000"
2012	"YR2012"	"Tanzania"	"TZA"	"34422532004.194"	"1030203.57520377"	"1071"	"5.78999996185303"	"5.287"	"38.3456508502627"	"53.2580717995033"	"3.95"	"885800"	"62.528"	"39087748240.4403"	"1043000"
2012	"YR2012"	"Thailand"	"THA"	"306380385627.449"	"36392469.3545263"	"1622"	"19.82200050354"	"1.534"	"13.7749157894019"	"31.9227230910764"	"26.46"	"510890"	"74.446"	"397558094269.877"	"22354000"
2012	"YR2012"	"Timor-Leste"	"TLS"	""	""	"1500"	"11.9090003967285"	"5.983"	""	"48.3927370544721"	"7"	"14870"	"67.805"	"6671047974.39218"	"58000"
